lead_id,source,industry,company_size,job_title_seniority,email_opens_30d,site_visits_30d,avg_pages_per_visit,demo_requested,budget_confirmed,days_to_first_response,converted
LEAD-04506,Content download,Education,201-1000,Manager,1,3,0.6,0,0,4.0,0
LEAD-04507,Referral,Manufacturing,51-200,Manager,2,3,4.1,0,0,2.2,1
LEAD-04508,Website form,Finance,1-10,IC,1,1,1.3,0,0,0.7,0
LEAD-04509,Referral,Education,1-10,Director,5,2,3.2,0,0,4.7,0
LEAD-04510,Cold outbound,SaaS,51-200,Director,2,3,4.0,0,0,4.1,1
LEAD-04511,Webinar,Retail,1000+,Manager,5,5,0.7,0,0,0.3,1
LEAD-04512,Webinar,Finance,11-50,IC,1,3,1.9,1,0,6.4,1
LEAD-04513,Paid ad,Education,51-200,IC,4,6,1.9,1,0,4.3,1
LEAD-04514,Referral,Education,11-50,IC,5,5,2.0,0,0,4.2,1
LEAD-04515,Cold outbound,SaaS,1-10,Manager,3,3,3.5,0,1,1.5,0
LEAD-04516,Content download,Finance,51-200,VP/C-level,5,8,0.6,0,0,0.3,1
LEAD-04517,Referral,Manufacturing,201-1000,Manager,1,4,2.7,0,1,5.6,0
LEAD-04518,Website form,Finance,11-50,IC,1,5,0.5,1,0,0.4,1
LEAD-04519,Website form,Finance,51-200,IC,4,3,1.9,0,0,2.7,0
LEAD-04520,Referral,Education,201-1000,IC,6,7,2.0,0,0,7.8,0
LEAD-04521,Paid ad,Finance,201-1000,Manager,3,5,3.3,0,0,1.2,0
LEAD-04522,Cold outbound,SaaS,11-50,IC,1,6,1.5,0,0,2.2,0
LEAD-04523,Webinar,SaaS,1-10,Director,5,3,2.6,0,0,6.2,0
LEAD-04524,Website form,SaaS,1-10,IC,2,5,0.7,0,0,2.5,0
LEAD-04525,Website form,SaaS,1-10,IC,2,2,2.3,0,0,2.2,0
LEAD-04526,Cold outbound,Education,201-1000,IC,4,2,1.7,0,0,7.0,0
LEAD-04527,Website form,Finance,201-1000,VP/C-level,4,5,1.0,1,0,2.9,0
LEAD-04528,Cold outbound,Education,11-50,Manager,0,2,1.2,0,0,14.0,0
LEAD-04529,Content download,Education,11-50,IC,7,5,3.6,0,0,3.0,1
LEAD-04530,Paid ad,Healthcare,51-200,IC,5,2,1.2,0,0,2.3,0
LEAD-04531,Website form,Education,51-200,Manager,4,3,2.8,0,0,4.4,0
LEAD-04532,Website form,Manufacturing,1-10,Director,3,3,5.7,1,1,2.0,0
LEAD-04533,Referral,Retail,51-200,IC,6,5,1.7,1,0,1.2,1
LEAD-04534,Webinar,Manufacturing,1-10,Manager,1,3,0.9,0,0,5.8,0
LEAD-04535,Paid ad,Retail,1000+,VP/C-level,5,8,4.1,0,0,0.1,0
LEAD-04536,Referral,Manufacturing,1-10,IC,4,5,0.7,0,0,0.4,0
LEAD-04537,Webinar,Healthcare,1-10,Director,4,5,0.9,0,1,2.1,1
LEAD-04538,Webinar,Healthcare,11-50,IC,7,2,2.4,0,0,0.6,0
LEAD-04539,Referral,Education,1-10,IC,3,4,2.4,0,0,0.8,0
LEAD-04540,Website form,Finance,1000+,IC,8,0,5.2,0,1,0.4,0
LEAD-04541,Content download,SaaS,11-50,Director,1,5,1.2,0,0,1.3,0
LEAD-04542,Website form,Healthcare,11-50,Director,3,6,3.2,0,0,8.5,0
LEAD-04543,Website form,SaaS,51-200,Director,5,4,1.2,0,0,0.3,0
LEAD-04544,Cold outbound,Manufacturing,201-1000,Manager,4,11,3.5,0,0,2.7,0
LEAD-04545,Referral,Education,1-10,VP/C-level,4,5,3.8,0,0,6.7,0
LEAD-04546,Website form,SaaS,1-10,VP/C-level,4,5,1.9,0,0,0.8,0
LEAD-04547,Website form,Retail,11-50,IC,1,8,2.7,0,0,11.7,0
LEAD-04548,Website form,Healthcare,51-200,Director,6,4,3.9,0,0,2.6,0
LEAD-04549,Referral,SaaS,201-1000,Director,2,3,0.3,1,0,6.4,1
LEAD-04550,Content download,Retail,51-200,Director,4,3,0.6,0,1,2.1,1
LEAD-04551,Website form,Finance,11-50,Manager,2,7,0.6,0,0,1.8,0
LEAD-04552,Paid ad,Education,1-10,Manager,2,7,1.4,1,0,4.2,0
LEAD-04553,Content download,Education,1-10,Manager,0,3,2.1,1,0,2.6,0
LEAD-04554,Content download,Healthcare,51-200,IC,2,4,5.3,0,1,2.5,0
LEAD-04555,Cold outbound,Retail,51-200,Manager,2,6,1.6,0,0,0.5,1
LEAD-04556,Cold outbound,Manufacturing,51-200,Manager,2,2,2.2,1,1,2.5,1
LEAD-04557,Referral,Healthcare,1-10,IC,1,5,2.6,0,0,5.5,0
LEAD-04558,Cold outbound,Education,201-1000,VP/C-level,3,2,1.4,0,0,0.5,0
LEAD-04559,Cold outbound,Education,11-50,Manager,1,2,1.3,0,0,1.4,0
LEAD-04560,Cold outbound,Education,1000+,IC,4,3,2.1,0,0,0.0,0
LEAD-04561,Cold outbound,Manufacturing,11-50,IC,2,5,1.4,1,0,3.0,0
LEAD-04562,Content download,Education,1-10,VP/C-level,3,7,2.1,0,0,3.2,0
LEAD-04563,Webinar,Manufacturing,1-10,Manager,2,3,2.7,0,0,2.8,0
LEAD-04564,Content download,Manufacturing,11-50,Director,2,3,5.1,0,1,2.6,1
LEAD-04565,Cold outbound,Healthcare,11-50,Director,4,2,3.7,0,0,4.3,0
LEAD-04566,Webinar,Manufacturing,51-200,Manager,1,1,3.7,0,0,0.1,0
LEAD-04567,Content download,Finance,11-50,Director,4,5,3.2,0,0,0.6,0
LEAD-04568,Website form,Healthcare,11-50,Manager,3,6,0.3,0,0,0.8,0
LEAD-04569,Website form,Healthcare,201-1000,Manager,4,3,2.3,1,0,6.4,1
LEAD-04570,Website form,Manufacturing,51-200,IC,2,2,2.3,0,0,0.6,1
LEAD-04571,Webinar,SaaS,201-1000,Manager,3,5,0.0,0,1,0.6,0
LEAD-04572,Website form,SaaS,1-10,Manager,1,4,5.4,0,1,4.1,0
LEAD-04573,Content download,Manufacturing,51-200,IC,1,5,1.9,0,0,5.7,0
LEAD-04574,Website form,SaaS,1-10,IC,0,2,3.6,0,0,3.4,0
LEAD-04575,Website form,Healthcare,11-50,Director,1,4,6.3,0,0,1.5,1
LEAD-04576,Content download,Retail,11-50,Manager,4,6,4.1,0,0,3.8,0
LEAD-04577,Webinar,Manufacturing,11-50,IC,3,6,1.9,1,0,4.2,1
LEAD-04578,Website form,Manufacturing,51-200,Director,5,5,0.7,0,1,2.0,1
LEAD-04579,Paid ad,Finance,11-50,Manager,1,2,1.8,1,0,3.1,0
LEAD-04580,Cold outbound,Retail,201-1000,IC,2,4,1.8,1,0,10.2,1
LEAD-04581,Referral,Healthcare,11-50,Manager,2,4,1.4,0,1,2.3,0
LEAD-04582,Webinar,Healthcare,11-50,Manager,3,4,2.0,1,0,11.9,1
LEAD-04583,Paid ad,Finance,51-200,IC,0,2,3.0,1,0,1.9,1
LEAD-04584,Website form,Education,1-10,IC,5,2,1.9,0,0,11.6,0
LEAD-04585,Website form,Healthcare,1-10,Director,10,5,2.1,1,0,1.4,0
LEAD-04586,Website form,Healthcare,1-10,Manager,7,7,2.6,0,0,1.3,0
LEAD-04587,Referral,Healthcare,11-50,IC,6,8,4.0,1,0,0.8,1
LEAD-04588,Website form,Finance,51-200,IC,1,6,1.7,1,0,3.2,0
LEAD-04589,Cold outbound,Manufacturing,11-50,IC,3,4,5.4,1,0,0.0,0
LEAD-04590,Webinar,Retail,1-10,IC,7,8,3.9,0,0,6.2,0
LEAD-04591,Cold outbound,SaaS,11-50,VP/C-level,3,3,3.7,1,0,0.3,0
LEAD-04592,Cold outbound,SaaS,51-200,Manager,4,1,0.8,1,1,4.3,0
LEAD-04593,Cold outbound,Education,201-1000,IC,2,1,0.8,0,0,1.7,0
LEAD-04594,Website form,Manufacturing,11-50,VP/C-level,8,0,0.8,0,1,9.3,0
LEAD-04595,Website form,Manufacturing,1-10,IC,4,2,0.1,0,0,3.0,0
LEAD-04596,Content download,Manufacturing,201-1000,IC,3,3,6.3,0,0,5.6,0
LEAD-04597,Website form,Education,51-200,Director,0,2,2.4,0,0,3.1,0
LEAD-04598,Cold outbound,Manufacturing,1-10,Manager,5,4,3.1,0,0,1.1,0
LEAD-04599,Content download,Education,11-50,IC,4,2,2.2,1,0,1.6,0
LEAD-04600,Cold outbound,Manufacturing,11-50,IC,2,4,10.9,0,0,0.2,0
LEAD-04601,Website form,Retail,11-50,Manager,7,5,1.2,0,0,3.0,1
LEAD-04602,Cold outbound,Finance,51-200,Manager,4,2,1.5,0,0,7.3,0
LEAD-04603,Referral,Manufacturing,11-50,Manager,4,5,1.3,0,1,2.5,0
LEAD-04604,Website form,Retail,51-200,IC,2,3,1.5,0,0,1.8,0
LEAD-04605,Website form,Retail,11-50,IC,5,6,1.2,0,0,6.2,0
LEAD-04606,Cold outbound,Healthcare,51-200,Manager,3,3,1.0,1,0,7.5,0
LEAD-04607,Referral,Retail,11-50,IC,2,6,1.4,0,0,4.9,0
LEAD-04608,Referral,Healthcare,11-50,Manager,5,0,1.6,0,0,1.3,1
LEAD-04609,Website form,Education,1-10,IC,4,7,3.7,0,0,0.6,0
LEAD-04610,Webinar,Manufacturing,51-200,Manager,3,4,1.2,0,1,3.5,1
LEAD-04611,Website form,Retail,1-10,Director,1,4,3.2,0,0,5.9,0
LEAD-04612,Website form,Retail,1-10,Director,5,4,2.6,0,0,4.5,0
LEAD-04613,Content download,SaaS,11-50,IC,4,3,1.7,0,0,0.7,0
LEAD-04614,Webinar,Manufacturing,1-10,Manager,6,3,3.0,0,0,0.0,1
LEAD-04615,Webinar,Retail,1000+,Manager,4,12,4.4,0,0,1.7,0
LEAD-04616,Content download,SaaS,1-10,Manager,7,5,4.0,0,0,0.3,0
LEAD-04617,Website form,Finance,1-10,IC,3,3,1.0,1,1,1.3,0
LEAD-04618,Cold outbound,Manufacturing,201-1000,IC,4,1,1.5,0,0,1.6,0
LEAD-04619,Webinar,Education,1-10,Manager,2,6,0.9,0,0,2.8,0
LEAD-04620,Content download,SaaS,11-50,IC,1,5,1.4,0,0,3.5,0
LEAD-04621,Webinar,Finance,11-50,Manager,4,3,2.1,0,1,7.0,0
LEAD-04622,Referral,Healthcare,11-50,IC,2,6,0.6,0,0,4.4,0
LEAD-04623,Content download,SaaS,51-200,Director,3,5,0.8,0,0,0.6,0
LEAD-04624,Content download,Manufacturing,51-200,Manager,3,4,2.0,0,1,0.2,1
LEAD-04625,Cold outbound,SaaS,51-200,IC,3,2,4.2,0,0,8.9,0
LEAD-04626,Website form,Manufacturing,11-50,Manager,0,4,2.5,0,0,0.1,0
LEAD-04627,Content download,Manufacturing,1-10,IC,9,7,0.2,0,0,6.3,1
LEAD-04628,Cold outbound,SaaS,51-200,Manager,4,4,0.5,1,0,1.0,0
LEAD-04629,Content download,Retail,11-50,Manager,4,5,2.7,0,0,2.9,1
LEAD-04630,Webinar,Healthcare,51-200,IC,3,6,1.7,0,0,0.6,0
LEAD-04631,Paid ad,Manufacturing,11-50,IC,5,7,1.4,1,0,6.2,0
LEAD-04632,Website form,Healthcare,1-10,IC,3,2,5.3,1,0,0.1,0
LEAD-04633,Cold outbound,Finance,51-200,IC,3,4,2.4,0,1,3.0,0
LEAD-04634,Cold outbound,Finance,51-200,Director,5,2,4.5,0,0,6.1,1
LEAD-04635,Webinar,Education,51-200,Director,3,1,3.9,0,0,0.3,1
LEAD-04636,Cold outbound,Healthcare,201-1000,IC,4,3,2.4,1,0,1.6,0
LEAD-04637,Website form,Education,1-10,VP/C-level,3,5,0.5,0,0,3.4,0
LEAD-04638,Webinar,Education,1-10,Director,4,8,1.4,0,0,0.6,0
LEAD-04639,Webinar,Healthcare,1-10,IC,1,2,4.0,0,0,2.8,0
LEAD-04640,Referral,Finance,1-10,IC,3,2,3.8,1,0,4.8,0
LEAD-04641,Content download,Education,11-50,IC,8,5,6.7,0,1,1.3,0
LEAD-04642,Paid ad,Education,51-200,Manager,8,9,1.9,0,0,3.4,0
LEAD-04643,Content download,Retail,201-1000,IC,3,4,1.2,0,0,0.5,0
LEAD-04644,Paid ad,Education,51-200,IC,7,3,1.4,0,0,7.5,1
LEAD-04645,Referral,Education,1000+,IC,2,6,2.2,0,0,4.2,0
LEAD-04646,Webinar,SaaS,1-10,Manager,1,5,4.0,0,0,8.5,0
LEAD-04647,Content download,Manufacturing,1-10,IC,3,3,0.3,0,0,0.8,0
LEAD-04648,Website form,Education,11-50,Manager,5,4,2.7,0,0,0.6,1
LEAD-04649,Website form,Education,1-10,Manager,3,4,2.4,1,1,1.8,1
LEAD-04650,Cold outbound,Healthcare,51-200,IC,2,8,1.7,0,0,2.9,0
LEAD-04651,Cold outbound,Education,11-50,IC,4,3,3.3,1,0,4.7,0
LEAD-04652,Content download,Finance,1000+,VP/C-level,4,6,1.3,0,0,7.0,0
LEAD-04653,Cold outbound,Education,11-50,VP/C-level,4,1,4.6,0,0,5.8,0
LEAD-04654,Cold outbound,Healthcare,51-200,IC,2,4,1.0,0,1,2.4,1
LEAD-04655,Cold outbound,SaaS,11-50,IC,4,8,5.4,0,0,1.0,0
LEAD-04656,Cold outbound,Education,201-1000,IC,2,4,2.3,1,0,0.9,0
LEAD-04657,Webinar,SaaS,51-200,Director,2,6,1.6,0,0,2.4,0
LEAD-04658,Paid ad,Finance,1-10,Manager,8,1,4.2,1,1,7.0,1
LEAD-04659,Website form,Finance,1-10,IC,3,3,4.8,1,1,10.0,0
LEAD-04660,Website form,Education,11-50,IC,3,5,6.9,0,0,1.0,0
LEAD-04661,Cold outbound,Education,11-50,Director,5,2,3.2,0,0,3.9,0
LEAD-04662,Website form,Education,1-10,Manager,4,2,3.6,0,0,0.5,0
LEAD-04663,Webinar,Education,1-10,VP/C-level,1,3,2.1,1,1,0.1,1
LEAD-04664,Website form,Finance,11-50,IC,4,2,2.7,1,1,1.5,0
LEAD-04665,Paid ad,Finance,11-50,IC,4,1,3.5,0,0,1.0,0
LEAD-04666,Referral,Healthcare,201-1000,IC,2,2,2.2,0,0,8.8,0
LEAD-04667,Referral,Education,201-1000,Manager,4,3,1.5,0,0,0.7,0
LEAD-04668,Paid ad,Retail,51-200,Manager,2,8,2.9,0,0,2.5,1
LEAD-04669,Cold outbound,Education,201-1000,Manager,1,6,2.1,0,0,7.0,0
LEAD-04670,Content download,Retail,51-200,Director,5,6,3.7,0,0,2.9,0
LEAD-04671,Paid ad,Finance,1-10,IC,4,4,8.0,1,1,0.2,1
LEAD-04672,Cold outbound,Education,1-10,IC,3,6,2.4,0,0,3.2,0
LEAD-04673,Cold outbound,SaaS,11-50,Director,2,2,0.5,0,0,4.9,0
LEAD-04674,Website form,SaaS,11-50,IC,2,0,2.5,0,0,15.5,0
LEAD-04675,Cold outbound,Healthcare,201-1000,IC,5,10,0.7,0,0,1.5,0
LEAD-04676,Cold outbound,Healthcare,1000+,IC,3,7,0.1,0,0,6.6,0
LEAD-04677,Webinar,Retail,51-200,IC,2,3,0.1,1,0,0.5,0
LEAD-04678,Cold outbound,Education,1000+,Manager,2,3,3.1,0,0,3.0,0
LEAD-04679,Referral,Finance,51-200,Manager,2,6,1.6,0,0,1.7,0
LEAD-04680,Cold outbound,Healthcare,1-10,Director,7,3,2.3,0,0,0.5,0
LEAD-04681,Website form,Finance,11-50,Manager,4,1,4.5,0,0,7.4,0
LEAD-04682,Website form,Finance,1-10,Manager,4,5,5.8,1,0,11.5,0
LEAD-04683,Content download,SaaS,11-50,VP/C-level,1,7,5.0,0,0,0.7,0
LEAD-04684,Referral,Education,51-200,Manager,1,8,5.4,0,0,0.8,0
LEAD-04685,Website form,Retail,1-10,VP/C-level,2,0,0.8,0,0,0.5,0
LEAD-04686,Referral,Education,11-50,Manager,6,4,2.4,1,0,7.8,0
LEAD-04687,Referral,Education,201-1000,IC,0,7,5.1,0,0,2.4,0
LEAD-04688,Content download,Healthcare,11-50,Director,3,2,1.3,0,0,1.0,0
LEAD-04689,Content download,SaaS,11-50,IC,3,7,4.2,0,0,10.6,0
LEAD-04690,Webinar,Finance,11-50,IC,3,2,1.0,0,0,5.2,1
LEAD-04691,Website form,Retail,201-1000,Manager,6,3,2.7,0,0,2.2,0
LEAD-04692,Cold outbound,Manufacturing,51-200,Manager,6,1,1.6,0,0,0.1,0
LEAD-04693,Webinar,Manufacturing,1-10,IC,3,4,0.9,1,0,2.1,0
LEAD-04694,Paid ad,Education,1-10,VP/C-level,2,9,3.0,0,0,5.0,0
LEAD-04695,Webinar,Manufacturing,1-10,IC,2,3,1.2,0,1,11.6,0
LEAD-04696,Referral,SaaS,1-10,Director,1,5,0.5,0,1,0.9,1
LEAD-04697,Website form,Healthcare,1-10,Manager,5,8,2.0,0,0,1.1,0
LEAD-04698,Cold outbound,SaaS,51-200,IC,3,5,1.2,0,0,4.9,0
LEAD-04699,Website form,Healthcare,1-10,Director,2,1,2.0,0,0,0.4,0
LEAD-04700,Paid ad,Healthcare,51-200,Manager,4,2,4.7,0,0,1.9,0
LEAD-04701,Webinar,Finance,1-10,IC,5,5,1.1,0,1,2.5,0
LEAD-04702,Referral,Retail,1-10,Manager,0,5,7.4,0,1,0.4,0
LEAD-04703,Referral,Healthcare,11-50,Manager,3,7,2.4,0,1,0.3,1
LEAD-04704,Webinar,Finance,11-50,Manager,2,4,8.5,0,1,4.6,0
LEAD-04705,Cold outbound,Manufacturing,201-1000,IC,4,3,1.6,0,1,1.5,0
LEAD-04706,Paid ad,Healthcare,11-50,IC,3,2,0.3,1,0,2.4,0
LEAD-04707,Paid ad,SaaS,11-50,IC,2,9,2.1,1,0,2.6,1
LEAD-04708,Paid ad,Healthcare,51-200,IC,4,7,1.8,0,0,0.8,1
LEAD-04709,Cold outbound,Education,11-50,Manager,1,6,5.1,0,0,1.0,0
LEAD-04710,Content download,Healthcare,1-10,IC,0,5,1.6,0,0,11.9,0
LEAD-04711,Paid ad,Manufacturing,1-10,Manager,3,5,1.5,0,0,3.2,0
LEAD-04712,Website form,Healthcare,11-50,IC,4,5,8.9,0,0,3.3,0
LEAD-04713,Paid ad,Healthcare,51-200,Manager,2,6,3.6,1,0,8.2,1
LEAD-04714,Referral,Manufacturing,11-50,Manager,3,6,4.8,0,0,6.3,0
LEAD-04715,Cold outbound,Healthcare,51-200,IC,4,2,1.6,0,0,15.5,0
LEAD-04716,Website form,Healthcare,51-200,Manager,1,7,1.5,1,0,3.8,0
LEAD-04717,Content download,Manufacturing,51-200,IC,1,4,6.2,1,0,0.3,0
LEAD-04718,Website form,Healthcare,11-50,Director,4,2,1.1,0,0,2.8,0
LEAD-04719,Website form,Healthcare,11-50,IC,5,3,0.5,1,0,1.5,0
LEAD-04720,Content download,Retail,1-10,IC,4,6,0.6,0,1,1.1,0
LEAD-04721,Website form,Healthcare,11-50,IC,2,3,1.4,0,0,5.8,0
LEAD-04722,Website form,Education,1-10,IC,4,3,2.9,0,0,8.9,0
LEAD-04723,Website form,Finance,51-200,Manager,3,5,5.0,0,0,0.6,0
LEAD-04724,Website form,Manufacturing,1-10,Manager,2,7,0.5,0,1,5.7,1
LEAD-04725,Content download,Manufacturing,1-10,IC,0,7,1.5,0,0,0.3,0
LEAD-04726,Cold outbound,Finance,11-50,IC,4,4,0.7,0,0,0.7,0
LEAD-04727,Website form,Retail,51-200,Manager,1,3,5.2,0,0,1.9,0
LEAD-04728,Referral,Healthcare,51-200,Manager,2,9,1.3,0,0,3.3,0
LEAD-04729,Referral,Education,11-50,Manager,5,4,1.4,0,0,4.1,0
LEAD-04730,Website form,Education,1-10,VP/C-level,1,1,0.5,0,0,0.6,0
LEAD-04731,Referral,Finance,1-10,Director,0,1,2.3,1,0,3.6,1
LEAD-04732,Website form,Finance,11-50,Manager,5,7,1.4,0,0,2.0,0
LEAD-04733,Referral,SaaS,11-50,IC,1,4,1.6,0,0,1.8,0
LEAD-04734,Content download,SaaS,1-10,Manager,2,9,0.6,0,0,0.5,0
LEAD-04735,Content download,Education,1-10,IC,1,2,5.5,1,0,0.2,0
LEAD-04736,Cold outbound,Healthcare,51-200,IC,4,4,0.7,1,0,0.5,0
LEAD-04737,Content download,SaaS,51-200,Manager,3,6,0.8,0,0,0.6,0
LEAD-04738,Cold outbound,Healthcare,11-50,Manager,3,7,3.8,0,0,0.6,0
LEAD-04739,Website form,SaaS,11-50,Manager,4,4,1.3,0,0,0.1,0
LEAD-04740,Cold outbound,Education,51-200,Manager,4,3,2.2,0,0,7.7,0
LEAD-04741,Website form,Manufacturing,11-50,IC,6,5,0.5,0,0,2.8,0
LEAD-04742,Cold outbound,Retail,11-50,VP/C-level,1,3,3.6,0,0,1.2,0
LEAD-04743,Website form,SaaS,51-200,IC,5,6,1.3,0,1,2.0,0
LEAD-04744,Webinar,Finance,201-1000,Manager,5,4,1.9,0,0,6.5,0
LEAD-04745,Website form,Finance,11-50,IC,4,6,2.5,1,0,7.8,1
LEAD-04746,Website form,Manufacturing,51-200,IC,3,6,2.6,0,0,1.2,0
LEAD-04747,Website form,Healthcare,1-10,Manager,3,4,3.4,0,0,0.8,0
LEAD-04748,Cold outbound,SaaS,1-10,Director,0,6,2.0,0,0,3.2,0
LEAD-04749,Website form,Manufacturing,11-50,Manager,7,4,3.6,0,0,2.4,0
LEAD-04750,Paid ad,Education,51-200,IC,5,3,2.4,0,0,2.8,0
LEAD-04751,Webinar,Finance,201-1000,IC,2,4,2.8,0,0,1.0,0
LEAD-04752,Referral,Retail,11-50,IC,1,5,3.5,0,0,4.0,0
LEAD-04753,Website form,Manufacturing,1-10,IC,2,7,3.7,0,1,0.3,0
LEAD-04754,Cold outbound,SaaS,1-10,IC,4,7,2.6,1,1,0.7,0
LEAD-04755,Website form,Finance,11-50,Manager,4,6,1.6,0,0,1.7,0
LEAD-04756,Website form,Retail,1-10,IC,4,5,0.4,0,0,0.4,0
LEAD-04757,Webinar,Healthcare,11-50,Manager,0,8,5.5,0,0,2.2,0
LEAD-04758,Website form,SaaS,1-10,IC,2,5,2.4,0,0,0.1,0
LEAD-04759,Website form,Manufacturing,1-10,Manager,3,3,0.6,1,0,0.1,0
LEAD-04760,Website form,Healthcare,201-1000,Manager,2,4,0.9,1,0,0.6,0
LEAD-04761,Cold outbound,Healthcare,11-50,IC,2,1,1.3,0,0,0.4,0
LEAD-04762,Cold outbound,Education,1-10,VP/C-level,0,4,3.4,0,0,5.8,0
LEAD-04763,Referral,Retail,11-50,Manager,2,1,1.4,1,0,2.4,1
LEAD-04764,Content download,Healthcare,11-50,Manager,5,3,1.5,0,0,9.1,0
LEAD-04765,Website form,Manufacturing,1-10,Director,6,4,1.3,0,0,8.8,0
LEAD-04766,Website form,Education,1-10,Director,2,3,8.6,0,0,0.0,0
LEAD-04767,Website form,Healthcare,11-50,IC,3,8,5.2,1,0,5.1,0
LEAD-04768,Website form,Manufacturing,11-50,IC,2,3,6.3,1,0,1.1,0
LEAD-04769,Referral,Finance,11-50,IC,3,2,1.0,0,0,6.3,0
LEAD-04770,Cold outbound,Healthcare,1000+,IC,4,5,2.8,0,0,2.3,0
LEAD-04771,Webinar,Education,201-1000,IC,5,4,1.4,0,0,11.5,0
LEAD-04772,Website form,Healthcare,51-200,VP/C-level,2,6,3.7,0,0,3.7,1
LEAD-04773,Cold outbound,SaaS,1-10,IC,0,1,2.2,0,0,1.4,0
LEAD-04774,Cold outbound,Manufacturing,51-200,VP/C-level,3,8,3.7,0,0,2.0,0
LEAD-04775,Content download,Retail,1-10,Manager,3,3,6.0,0,1,0.8,0
LEAD-04776,Cold outbound,Healthcare,11-50,Director,2,3,0.6,0,0,0.9,0
LEAD-04777,Content download,Retail,1-10,IC,5,1,5.7,0,0,10.0,0
LEAD-04778,Content download,Manufacturing,51-200,IC,3,6,1.6,0,1,1.8,0
LEAD-04779,Content download,SaaS,1-10,IC,3,4,1.8,1,1,2.7,0
LEAD-04780,Webinar,Healthcare,51-200,Director,2,6,1.8,1,0,4.0,0
LEAD-04781,Referral,Education,51-200,VP/C-level,3,5,0.4,1,0,1.5,0
LEAD-04782,Paid ad,Retail,51-200,IC,4,7,0.8,1,0,4.7,0
LEAD-04783,Website form,Finance,11-50,IC,3,5,6.2,0,0,4.0,0
LEAD-04784,Cold outbound,Retail,11-50,IC,1,7,2.3,0,0,2.9,0
LEAD-04785,Paid ad,Finance,1-10,Manager,3,7,0.3,0,0,2.6,0
LEAD-04786,Content download,SaaS,1-10,Director,2,4,2.7,0,0,0.7,0
LEAD-04787,Cold outbound,Retail,201-1000,IC,0,2,2.5,1,0,1.3,0
LEAD-04788,Website form,Healthcare,11-50,Manager,4,2,9.6,1,0,1.1,1
LEAD-04789,Website form,Healthcare,51-200,IC,3,5,1.3,0,0,2.1,0
LEAD-04790,Webinar,SaaS,11-50,IC,2,6,0.1,0,1,3.5,0
LEAD-04791,Website form,Healthcare,1-10,Manager,2,3,2.9,0,1,0.3,0
LEAD-04792,Website form,Finance,11-50,Manager,4,6,0.4,1,1,8.9,0
LEAD-04793,Content download,Finance,11-50,Manager,1,6,4.0,1,0,6.5,0
LEAD-04794,Cold outbound,Healthcare,1-10,IC,3,3,4.5,0,0,1.7,0
LEAD-04795,Cold outbound,Manufacturing,1000+,VP/C-level,1,6,1.6,0,0,8.2,0
LEAD-04796,Referral,Manufacturing,51-200,VP/C-level,6,6,0.5,0,0,0.6,1
LEAD-04797,Website form,Retail,1-10,Manager,0,7,3.3,0,1,3.7,1
LEAD-04798,Cold outbound,Retail,11-50,Director,8,3,5.1,1,0,0.4,1
LEAD-04799,Content download,SaaS,201-1000,Director,2,3,1.2,0,0,0.9,0
LEAD-04800,Cold outbound,Manufacturing,51-200,VP/C-level,6,8,0.7,0,0,1.6,0
LEAD-04801,Cold outbound,Retail,1-10,IC,4,3,11.7,0,0,3.1,0
LEAD-04802,Cold outbound,Finance,11-50,VP/C-level,2,7,1.0,0,0,4.9,0
LEAD-04803,Cold outbound,Healthcare,1-10,Manager,4,4,6.1,1,0,0.5,0
LEAD-04804,Webinar,Finance,1-10,Manager,7,4,0.5,0,0,0.5,0
LEAD-04805,Content download,Education,1-10,VP/C-level,1,4,1.3,0,1,5.5,1
LEAD-04806,Referral,Education,1-10,Director,3,3,3.4,0,0,3.8,0
LEAD-04807,Referral,Retail,201-1000,VP/C-level,2,5,2.3,1,0,0.4,1
LEAD-04808,Website form,Finance,11-50,Manager,4,5,3.7,0,0,10.5,0
LEAD-04809,Referral,Education,11-50,Manager,2,2,1.9,0,0,1.0,0
LEAD-04810,Website form,Education,51-200,IC,1,4,3.4,0,0,1.0,0
LEAD-04811,Website form,Education,1-10,Director,3,4,3.4,0,0,6.0,0
LEAD-04812,Referral,SaaS,51-200,Manager,2,3,0.5,0,0,0.4,0
LEAD-04813,Website form,Education,1000+,IC,1,3,5.4,0,0,0.6,0
LEAD-04814,Website form,Healthcare,11-50,IC,3,5,0.7,0,0,0.3,0
LEAD-04815,Website form,Education,11-50,IC,1,4,0.6,0,1,7.6,0
LEAD-04816,Content download,Manufacturing,201-1000,IC,3,4,1.9,1,1,2.6,0
LEAD-04817,Webinar,Finance,51-200,Manager,3,6,0.8,0,0,1.1,1
LEAD-04818,Website form,Education,1-10,IC,5,4,1.2,0,0,2.0,0
LEAD-04819,Website form,Finance,11-50,Director,6,1,0.8,1,0,4.7,1
LEAD-04820,Cold outbound,Manufacturing,11-50,VP/C-level,3,5,0.5,1,0,2.7,0
LEAD-04821,Referral,Finance,1-10,Manager,3,4,1.8,1,0,5.0,0
LEAD-04822,Website form,Finance,201-1000,Manager,3,6,1.6,1,0,3.4,1
LEAD-04823,Content download,Healthcare,201-1000,IC,6,3,1.0,1,0,2.9,0
LEAD-04824,Content download,Education,1-10,IC,3,2,3.9,0,1,1.2,0
